Violation Id,Primary,Violation Number,Violation Date,Violation Item,Violation Item Description,Citation Number,Corrective Action,Inspection Number,Address,Zipcode,Battalion,Station Area,Fire Prevention District,Status,Close Date,Supervisor District,Neighborhood  District,X,Y
1802-020916SPR11,,1802-0209,2/15/18,16SPR11,sprinkler testing and maintenance,,correct - no permit,,737  Post St,94109,1,3,01W,open,2/20/18,3,Tenderloin,37.78704663,-122.4140328
1608-016513EXI02,,1608-0165,8/11/16,13EXI02,exits / storage in pathway,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1608-016513HAZ06,,1608-0165,8/11/16,13HAZ06,hazard / secure/protect gas cylinders,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1608-016513PEN22,,1608-0165,8/11/16,13PEN22,penetrations / fire rating maintained,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1608-016513PER01,,1608-0165,8/11/16,13PER01,permit / general,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1803-007416ELE05,,1803-0074,3/7/18,16ELE05,electrical / extension cords,,correct - no permit,348842,66  Cleary Ct,94109,4,5,4,abated,4/2/18,5,Western Addition,37.78438463,-122.4269748
1803-007416ELE07,,1803-0074,3/7/18,16ELE07,electrical / hazards,,correct - no permit,348842,66  Cleary Ct,94109,4,5,4,abated,4/2/18,5,Western Addition,37.78438463,-122.4269748
1003-006107EXT20,,1003-0061,3/10/10,07EXT20,extinguisher / k required deep-fat fryers,,correct - no permit,82133,301  King St,94158,3,8,03S,closed,3/23/15,6,Mission Bay,37.77551856,-122.3942284
1003-006107EXT22,,1003-0061,3/10/10,07EXT22,extinguishers / upgrade to ul 300,,correct - no permit,82133,301  King St,94158,3,8,03S,closed,3/23/15,6,Mission Bay,37.77551856,-122.3942284
1802-008216ALR12Y,Y,1802-0082,3/8/18,16ALR12,alarm system maintained,,,348935,590  Baker St,94117,5,21,5,abated,5/2/18,5,Hayes Valley,37.7763015,-122.4410473
1802-008216ILL02,,1802-0082,3/8/18,16ILL02,illumination / repair emergency lighting,,,348935,590  Baker St,94117,5,21,5,abated,5/2/18,5,Hayes Valley,37.7763015,-122.4410473
1802-008216SPR25,,1802-0082,3/8/18,16SPR25,sprinkler system maintained,,,348935,590  Baker St,94117,5,21,5,abated,5/2/18,5,Hayes Valley,37.7763015,-122.4410473
1608-016513REC16,,1608-0165,8/11/16,13REC16,records / sffd binder for review for 5 years,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1608-016513REC22Y,Y,1608-0165,8/11/16,13REC22,records / facility emergency plan,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1608-016513REC23,,1608-0165,8/11/16,13REC23,records / fire safety director,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1608-016513REC27,,1608-0165,8/11/16,13REC27,records / fire drills,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1608-016513STO08,,1608-0165,8/11/16,13STO08,storage / no combustibles allowed,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1608-016513STO16,,1608-0165,8/11/16,13STO16,storage / ceiling clearance,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,abated,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1711-004316ELE05,,1711-0043,11/2/17,16ELE05,electrical / extension cords,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,referred to hearing,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1711-004316GAS02,,1711-0043,11/2/17,16GAS02,hazard / secure/protect gas cylinders,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,referred to hearing,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1711-004316PEN04,,1711-0043,11/2/17,16PEN04,fire resistance/construction,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,referred to hearing,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1711-004316SPR08Y,Y,1711-0043,11/2/17,16SPR08,sprinkler / 5-year service,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,referred to hearing,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1711-0043SFC16A,,1711-0043,11/2/17,SFC16A,2016 san francisco fire code,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,referred to hearing,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1711-0043SFC16B,,1711-0043,11/2/17,SFC16B,2016 san francisco fire code,,correct - no permit,,100  - 126 New Montgomery St,94105,3,1,03N,referred to hearing,3/8/18,6,Financial District/South Beach,37.78704157,-122.4004272
1801-012416REC29Y,Y,1801-0124,2/14/18,16REC29,test and maintenance documentation,,,348706,1350  Divisadero St,94115,5,5,5,referred to hearing,3/8/18,5,Western Addition,37.78219805,-122.4389462
1802-028616ELE07,,1802-0286,2/21/18,16ELE07,electrical / hazards,,,348206,1415  Donner Ave,94124,10,17,10,abated,3/8/18,10,Bayview Hunters Point,37.7222748,-122.3908054
1802-028616EXT30,,1802-0286,2/21/18,16EXT30,fire extinguishers/maintenance,,,348206,1415  Donner Ave,94124,10,17,10,abated,3/8/18,10,Bayview Hunters Point,37.7222748,-122.3908054
1802-028616GAS02Y,Y,1802-0286,2/21/18,16GAS02,hazard / secure/protect gas cylinders,,,348206,1415  Donner Ave,94124,10,17,10,abated,3/8/18,10,Bayview Hunters Point,37.7222748,-122.3908054
1803-001816ALR12Y,Y,1803-0018,3/2/18,16ALR12,alarm system maintained,,,348696,1230  - 1250 Capitol Ave,94112,9,15,9,referred to hearing,3/8/18,7,Oceanview/Merced/Ingleside,37.72419708,-122.4590486
1803-001816EXT04,,1803-0018,3/2/18,16EXT04,extinguisher / service required,,,348696,1230  - 1250 Capitol Ave,94112,9,15,9,referred to hearing,3/8/18,7,Oceanview/Merced/Ingleside,37.72419708,-122.4590486
1801-029816PEN22,,1801-0298,1/25/18,16PEN22,penetrations / fire rating maintained,,correct - no permit,346963,1730  - 1740 Ofarrell St,94115,4,5,4,abated,3/9/18,5,Western Addition,37.78348073,-122.4333159
1803-007016ILL01,,1803-0070,3/7/18,16ILL01,exit sign illumination,,correct - no permit,348837,1215  - 1231 Market St,94103,2,36,02S,abated,3/8/18,6,South of Market,37.77794682,-122.4147912
1004-0113SFCY,Y,1004-0113,4/20/10,SFC,2007 san francisco fire code,,,83511,805  - 815 Stockton St,94108,1,2,01N,closed,4/20/10,3,Chinatown,37.7933564,-122.4080166
1803-012916ALR12Y,Y,1803-0129,3/13/18,16ALR12,alarm system maintained,,,349180,246  26th Ave,94121,7,14,7,abated,4/4/18,1,Outer Richmond,37.7848278,-122.4858316
1803-012916EXI13,,1803-0129,3/13/18,16EXI13,exits/fire escapes,,,349180,246  26th Ave,94121,7,14,7,abated,4/4/18,1,Outer Richmond,37.7848278,-122.4858316
1712-063616EXT04,,1712-0636,3/13/18,16EXT04,extinguisher / service required,,,349178,120  Trenton St,94133,1,2,01N,abated,4/5/18,3,Chinatown,37.79604305,-122.4089991
1802-025316EXT04Y,Y,1802-0253,3/13/18,16EXT04,extinguisher / service required,,correct - no permit,349196,1081  Post St,94109,4,3,4,abated,4/9/18,6,Tenderloin,37.78662043,-122.419487
1803-013516ALR12Y,Y,1803-0135,3/12/18,16ALR12,alarm system maintained,,correct - no permit,349142,358  - 360 Pine St,94104,1,13,01S,abated,4/9/18,3,Financial District/South Beach,37.79217651,-122.4020279
1803-011916EXI01Y,Y,1803-0119,3/13/18,16EXI01,exits/obstructions,,obtain permit,349189,1701  - 1727 Fillmore St,94115,4,38,4,abated,4/30/18,5,Japantown,37.78543902,-122.4334231
1803-009816EXT04,,1803-0098,3/12/18,16EXT04,extinguisher / service required,,,349124,180  07th St,94103,2,,02S,referred to hearing,5/14/18,6,South of Market,37.77808216,-122.4100824
1803-009816ILL02,,1803-0098,3/12/18,16ILL02,illumination / repair emergency lighting,,,349124,180  07th St,94103,2,,02S,referred to hearing,5/14/18,6,South of Market,37.77808216,-122.4100824
1803-009816SPR08Y,Y,1803-0098,3/12/18,16SPR08,sprinkler / 5-year service,,,349124,180  07th St,94103,2,,02S,referred to hearing,5/14/18,6,South of Market,37.77808216,-122.4100824
1803-006416ALR12,,1803-0064,3/13/18,16ALR12,alarm system maintained,,,349175,57  - 67 Columbus Ave,94111,1,13,01N,abated,9/25/18,3,Chinatown,37.79610353,-122.4043992
1803-006416EXT04Y,Y,1803-0064,3/13/18,16EXT04,extinguisher / service required,,,349175,57  - 67 Columbus Ave,94111,1,13,01N,abated,9/25/18,3,Chinatown,37.79610353,-122.4043992
1801-019616DOR08,,1801-0196,1/16/18,16DOR08,doors / latches,,correct - no permit,346499,680  Folsom St,94105,3,1,03S,abated,3/13/18,6,Financial District/South Beach,37.78462741,-122.3984578
1801-019616ELE06,,1801-0196,1/16/18,16ELE06,electrical / work space/clearance,,correct - no permit,346499,680  Folsom St,94105,3,1,03S,abated,3/13/18,6,Financial District/South Beach,37.78462741,-122.3984578
1704-021316SPR10,,1704-0213,5/17/17,16SPR10,sprinkler / install additional heads,,correct - no permit,308271,685  Market St,94105,3,1,03N,referred to hearing,3/13/18,6,Financial District/South Beach,37.78764604,-122.4027588
1704-0213SFC16AY,Y,1704-0213,5/17/17,SFC16A,2016 san francisco fire code,,correct - no permit,308271,685  Market St,94105,3,1,03N,referred to hearing,3/13/18,6,Financial District/South Beach,37.78764604,-122.4027588
1803-013816COM01Y,Y,1803-0138,3/12/18,16COM01,fire command center features,,correct - no permit,349153,117  Post St,94108,1,1,01W,referred to hearing,5/7/18,3,Financial District/South Beach,37.78860876,-122.4040617
1803-013816DOR02,,1803-0138,3/12/18,16DOR02,doors / blocked open,,correct - no permit,349153,117  Post St,94108,1,1,01W,referred to hearing,5/7/18,3,Financial District/South Beach,37.78860876,-122.4040617
1803-013816ELE05,,1803-0138,3/12/18,16ELE05,electrical / extension cords,,correct - no permit,349153,117  Post St,94108,1,1,01W,referred to hearing,5/7/18,3,Financial District/South Beach,37.78860876,-122.4040617
1803-013816EXI01,,1803-0138,3/12/18,16EXI01,exits/obstructions,,correct - no permit,349153,117  Post St,94108,1,1,01W,referred to hearing,5/7/18,3,Financial District/South Beach,37.78860876,-122.4040617
1803-013816ILL02,,1803-0138,3/12/18,16ILL02,illumination / repair emergency lighting,,correct - no permit,349153,117  Post St,94108,1,1,01W,referred to hearing,5/7/18,3,Financial District/South Beach,37.78860876,-122.4040617
1803-013816PEN22,,1803-0138,3/12/18,16PEN22,penetrations / fire rating maintained,,correct - no permit,349153,117  Post St,94108,1,1,01W,referred to hearing,5/7/18,3,Financial District/South Beach,37.78860876,-122.4040617
1803-013816PER01,,1803-0138,3/12/18,16PER01,permit / general,,correct - no permit,349153,117  Post St,94108,1,1,01W,referred to hearing,5/7/18,3,Financial District/South Beach,37.78860876,-122.4040617
1803-013816SPR01,,1803-0138,3/12/18,16SPR01,sprinkler / obstructions,,correct - no permit,349153,117  Post St,94108,1,1,01W,referred to hearing,5/7/18,3,Financial District/South Beach,37.78860876,-122.4040617
1803-0153SFC16AY,Y,1803-0153,3/13/18,SFC16A,2016 san francisco fire code,,correct - no permit,,330  Clementina St,94103,3,1,03S,abated,3/13/18,6,South of Market,37.78217673,-122.4027576
1803-016016DOR02Y,Y,1803-0160,3/14/18,16DOR02,doors / blocked open,,correct - no permit,349262,311  - 325 California St,94104,1,13,01S,open,,3,Financial District/South Beach,37.79293965,-122.4002069
1803-004516SPR08Y,Y,1803-0045,3/12/18,16SPR08,sprinkler / 5-year service,,correct - no permit,349263,965  Geary St,94109,4,3,4,abated,4/3/18,6,Tenderloin,37.78571977,-122.4190623
1803-014816ELE05,,1803-0148,3/13/18,16ELE05,electrical / extension cords,,,349214,161  - 169 Steuart St,94105,3,35,03N,abated,4/18/18,6,Financial District/South Beach,37.79268342,-122.3922167
1803-014816EXI01,,1803-0148,3/13/18,16EXI01,exits/obstructions,,,349214,161  - 169 Steuart St,94105,3,35,03N,abated,4/18/18,6,Financial District/South Beach,37.79268342,-122.3922167
1803-014816EXI02,,1803-0148,3/13/18,16EXI02,exits / storage in pathway,,,349214,161  - 169 Steuart St,94105,3,35,03N,abated,4/18/18,6,Financial District/South Beach,37.79268342,-122.3922167
1803-015716ELE06,,1803-0157,3/13/18,16ELE06,electrical / work space/clearance,,correct - no permit,349247,225  Bush St,94104,1,13,01S,open,4/30/18,3,Financial District/South Beach,37.79093707,-122.4013371
1803-015716ELE07,,1803-0157,3/13/18,16ELE07,electrical / hazards,,correct - no permit,349247,225  Bush St,94104,1,13,01S,open,4/30/18,3,Financial District/South Beach,37.79093707,-122.4013371
1803-015716EXI13,,1803-0157,3/13/18,16EXI13,exits/fire escapes,,correct - no permit,349247,225  Bush St,94104,1,13,01S,open,4/30/18,3,Financial District/South Beach,37.79093707,-122.4013371
1803-015716GAS01,,1803-0157,3/13/18,16GAS01,gas containers/securing,,correct - no permit,349247,225  Bush St,94104,1,13,01S,open,4/30/18,3,Financial District/South Beach,37.79093707,-122.4013371
1803-015716PER01,,1803-0157,3/13/18,16PER01,permit / general,,correct - no permit,349247,225  Bush St,94104,1,13,01S,open,4/30/18,3,Financial District/South Beach,37.79093707,-122.4013371
1803-015716SPR25Y,Y,1803-0157,3/13/18,16SPR25,sprinkler system maintained,,correct - no permit,349247,225  Bush St,94104,1,13,01S,open,4/30/18,3,Financial District/South Beach,37.79093707,-122.4013371
1803-015216REC16Y,Y,1803-0152,3/13/18,16REC16,records / sffd binder for review for 5 years,,correct - no permit,349240,320  - 330 Clementina St,94103,3,1,03S,referred to hearing,7/18/18,6,South of Market,37.78217673,-122.4027576
1803-015416REC16Y,Y,1803-0154,3/13/18,16REC16,records / sffd binder for review for 5 years,,correct - no permit,349242,330  Clementina St,94103,3,1,03S,referred to hearing,7/18/18,6,South of Market,37.78217673,-122.4027576
1803-016016EXT04,,1803-0160,3/14/18,16EXT04,extinguisher / service required,,correct - no permit,349262,311  - 325 California St,94104,1,13,01S,open,,3,Financial District/South Beach,37.79293965,-122.4002069
1803-016016ILL02,,1803-0160,3/14/18,16ILL02,illumination / repair emergency lighting,,correct - no permit,349262,311  - 325 California St,94104,1,13,01S,open,,3,Financial District/South Beach,37.79293965,-122.4002069
1803-016016REC29,,1803-0160,3/14/18,16REC29,test and maintenance documentation,,correct - no permit,349262,311  - 325 California St,94104,1,13,01S,open,,3,Financial District/South Beach,37.79293965,-122.4002069
1803-016116ILL02Y,Y,1803-0161,3/14/18,16ILL02,illumination / repair emergency lighting,,correct - no permit,349264,130  Bush St,94104,1,13,01S,,,3,Financial District/South Beach,37.79145549,-122.4001653
1801-032016DOR02,,1801-0320,1/29/18,16DOR02,doors / blocked open,,correct - no permit,347096,340  - 350 Mission St,94105,3,35,03N,abated,3/14/18,6,Financial District/South Beach,37.79088548,-122.3966859
1801-032016EXT15,,1801-0320,1/29/18,16EXT15,extinguisher / required,,correct - no permit,347096,340  - 350 Mission St,94105,3,35,03N,abated,3/14/18,6,Financial District/South Beach,37.79088548,-122.3966859
1801-032016PEN22,,1801-0320,1/29/18,16PEN22,penetrations / fire rating maintained,,correct - no permit,347096,340  - 350 Mission St,94105,3,35,03N,abated,3/14/18,6,Financial District/South Beach,37.79088548,-122.3966859
1801-032016REC29,,1801-0320,1/29/18,16REC29,test and maintenance documentation,,correct - no permit,347096,340  - 350 Mission St,94105,3,35,03N,abated,3/14/18,6,Financial District/South Beach,37.79088548,-122.3966859
1803-017016ALR12,,1803-0170,3/14/18,16ALR12,alarm system maintained,,correct - no permit,349300,601  Montgomery St,94111,1,13,01N,open,,3,Chinatown,37.79483606,-122.4035269
1803-017016DOR02,,1803-0170,3/14/18,16DOR02,doors / blocked open,,correct - no permit,349300,601  Montgomery St,94111,1,13,01N,open,,3,Chinatown,37.79483606,-122.4035269
1803-017016DOR08,,1803-0170,3/14/18,16DOR08,doors / latches,,correct - no permit,349300,601  Montgomery St,94111,1,13,01N,open,,3,Chinatown,37.79483606,-122.4035269
1803-017016REC28Y,Y,1803-0170,3/14/18,16REC28,l-license and fire pump certificate,,correct - no permit,349300,601  Montgomery St,94111,1,13,01N,open,,3,Chinatown,37.79483606,-122.4035269
1803-016916COM01Y,Y,1803-0169,3/14/18,16COM01,fire command center features,,correct - no permit,349288,338  Main St,94105,3,,03N,referred to hearing,4/30/18,6,Financial District/South Beach,37.78871761,-122.3914984
1803-016916DOR02,,1803-0169,3/14/18,16DOR02,doors / blocked open,,correct - no permit,349288,338  Main St,94105,3,,03N,referred to hearing,4/30/18,6,Financial District/South Beach,37.78871761,-122.3914984
1802-019016ILL03,,1802-0190,2/14/18,16ILL03,illumination / additional exit sign,,correct - no permit,347866,49  Kearny St,94108,1,1,01W,abated,8/16/18,3,Financial District/South Beach,37.7885754,-122.4038411
1802-019016KEY02,,1802-0190,2/14/18,16KEY02,keys provided per fire marshal,,correct - no permit,347866,49  Kearny St,94108,1,1,01W,abated,8/16/18,3,Financial District/South Beach,37.7885754,-122.4038411
1802-019016PER01,,1802-0190,2/14/18,16PER01,permit / general,,correct - no permit,347866,49  Kearny St,94108,1,1,01W,abated,8/16/18,3,Financial District/South Beach,37.7885754,-122.4038411
1802-019016REC05,,1802-0190,2/14/18,16REC05,fire safety director,,correct - no permit,347866,49  Kearny St,94108,1,1,01W,abated,8/16/18,3,Financial District/South Beach,37.7885754,-122.4038411
1802-019016REC07,,1802-0190,2/14/18,16REC07,facility emergency  plans/emergency evacuation dri,,correct - no permit,347866,49  Kearny St,94108,1,1,01W,abated,8/16/18,3,Financial District/South Beach,37.7885754,-122.4038411
1802-019016REC20,,1802-0190,2/14/18,16REC20,records / ul certificate,,correct - no permit,347866,49  Kearny St,94108,1,1,01W,abated,8/16/18,3,Financial District/South Beach,37.7885754,-122.4038411
1802-019016REC29,,1802-0190,2/14/18,16REC29,test and maintenance documentation,,correct - no permit,347866,49  Kearny St,94108,1,1,01W,abated,8/16/18,3,Financial District/South Beach,37.7885754,-122.4038411
1803-017016SIG34,,1803-0170,3/14/18,16SIG34,signs / evacuation plans,,correct - no permit,349300,601  Montgomery St,94111,1,13,01N,open,,3,Chinatown,37.79483606,-122.4035269
1803-017016SPR11,,1803-0170,3/14/18,16SPR11,sprinkler testing and maintenance,,correct - no permit,349300,601  Montgomery St,94111,1,13,01N,open,,3,Chinatown,37.79483606,-122.4035269
1803-017016STO08,,1803-0170,3/14/18,16STO08,storage / no combustibles allowed,,correct - no permit,349300,601  Montgomery St,94111,1,13,01N,open,,3,Chinatown,37.79483606,-122.4035269
1712-049816DOR25Y,Y,1712-0498,2/5/18,16DOR25,doors / non-conforming hardware,,,347397,90  New Montgomery St,94105,3,1,03N,abated,3/15/18,6,Financial District/South Beach,37.78742225,-122.4009319
1712-049816EXI01,,1712-0498,2/5/18,16EXI01,exits/obstructions,,,347397,90  New Montgomery St,94105,3,1,03N,abated,3/15/18,6,Financial District/South Beach,37.78742225,-122.4009319
1008-0148OTH,,1008-0148,8/24/10,OTH,oth,,correct - no permit,90621,300  Berry St,94107,3,8,03W,closed,7/20/11,6,Mission Bay,37.7740032,-122.3959614
1803-018116COM01Y,Y,1803-0181,3/15/18,16COM01,fire command center features,,correct - no permit,349332,530  - 550 California St,94104,1,13,01S,referred to hearing,5/7/18,3,Financial District/South Beach,37.7932342,-122.4036674
